message,rpid_str,parent,ctime,like,mid,sex
恶心亲美的国家而已，哪个五常不是仗打出来的,105742622272,0,1647472565,0,689132544,保密
什么意思？苏联阵营，拉丁联盟？,105634711136,0,1647391988,0,669085652,保密
哈哈哈，联合国笑话,105632150864,0,1647389473,0,435968522,保密
