message,rpid_str,parent,ctime,like,mid,sex
人民英雄万岁[打call][打call],96549001952,0,1640615477,0,99207780,保密
真正的人民英雄 敬礼,96561246064,0,1640584399,1,394874362,保密
希望英雄们都健康平安,96492483552,0,1640521610,0,2848212,女
