message,rpid_str,parent,ctime,like,mid,sex
耐伤王实至名归,212322564080,0,1710401580,0,46900620,保密
见怪不怪了，梅西19岁那年起经常被犯规伤病还能快速恢复,212134307232,0,1710284894,2,417636876,男
致敬传奇踢拳选手卢卡斯,212024672384,0,1710216177,2,317085483,保密
