message,rpid_str,parent,ctime,like,mid,sex
这三个人会踢球吗[doge],118507571072,0,1656342615,2,102628899,男
哈哈，还有罗本罗老汉[支持],118455176592,0,1656317725,1,19605616,男
老板和他的两个保镖[doge],117244475552,0,1655488105,4,145935563,男
