message,rpid_str,parent,ctime,like,mid,sex
要不是玻璃做的该多好……,202429986768,0,1704800284,1,13385425,保密
谁啊，内马尔那，内马尔其实不算玻璃了，但架不住铲的太狠了,202514783392,202429986768,1704858814,2,358049849,保密
人家恶意犯规，脊椎都差点给你踹断没办法，当年天赋表演能力太高了。铁人来了都给你整下场,202545804512,202429986768,1704874702,0,509046121,男
回复 @泽塔奥特曼official :内马尔已经可以算铁人了[笑哭]经常被恶犯，还能提这么久，不得不说是个奇迹,202917946640,202514783392,1705101476,0,96487083,男
这个外脚背改变足球转向有丶蟀,202239009040,0,1704690924,5,487850783,保密
看细节，梅西的足球技术的确细腻,200850697680,0,1703903386,42,473932649,男
小罗说过，我会的梅西都会，我不会的梅西也会。算是最高的赞誉了,200952486080,200850697680,1703946654,24,437165447,保密
最后梅西请吃饭的,200986590272,200850697680,1703967095,0,396791090,保密
回复 @女人皆善变仿若水中萍 :小罗：我教梅西的他看一遍就会了,201080497568,200952486080,1704020885,0,544396744,男
巨星    这点确实都是小KS,202441603776,200850697680,1704805085,0,3367203,女
“的确”，很高的评价了[doge],202555457792,200850697680,1704879583,0,4629585,女
回复 @白嫖冒险岛 :[doge]你就说在场的这几位 谁差你那点钱？,202596117840,200986590272,1704896440,0,437165447,保密
