message,rpid_str,parent,ctime,like,mid,sex
球玊的玊念su，C罗一直强调自己比球王多一点文化[歪嘴],207373401152,0,1707540656,0,9957754,保密
古希腊掌管逆境的神,207371401120,0,1707539814,0,32249967,保密
螺赢,212069402768,207371401120,1710239649,0,343344371,保密
这一个月国内骡密俨然一副“天亮了”“翻身罗密把歌唱”的姿态，意淫幻想着通过盘外招搞臭梅西。可惜体育竞技菜是原罪，国服球王除了天赋技能跳水拉满，其余场上贡献甚至是负数，国服罗密这么大的“顺风”我罗都接不住，真是扶不起的阿伟罗,212069478960,207371401120,1710239671,0,343344371,保密
C罗缺少一个团队 论个人实力远在犹西之上,207368019408,0,1707538422,1,234424013,保密
