message,rpid_str,parent,ctime,like,mid,sex
水爷：小伙子，你这一飞铲，很有我当年的风范[滑稽],194257216560,0,1699875890,0,30685477,男
家里没室内足球场么[doge][doge],193791755328,0,1699605621,0,4319445,保密
十年后阿根廷队4个梅西，场上三个，教练席一个[doge],187130640976,0,1695458513,0,1572334773,保密
